filename,emotion,mfcc
1019_TIE_SAD_XX,FEA,"[-888.4454    -888.4454    -880.4807    ...   -1.2223916    7.93799
   -2.2340488]"
1019_TIE_ANG_XX,ANG,"[-8.0485205e+02 -8.0485205e+02 -8.0485205e+02 ...  2.0809932e+00
 -1.1363122e+00  1.6277850e-01]"
1019_TIE_FEA_XX,NEU,"[-967.0985    -967.0985    -954.17065   ...    2.7149582    5.0791306
    6.309641 ]"
1019_TIE_DIS_XX,DIS,"[-9.3374371e+02 -9.3374371e+02 -9.3016571e+02 ...  6.5873736e-01
  4.7656226e+00 -2.4500146e+00]"
1019_IOM_NEU_XX,NEU,"[-9.0941345e+02 -9.0941345e+02 -9.0898474e+02 ... -2.1010323e+00
 -4.7900715e+00 -3.7434605e-01]"
1019_IOM_HAP_XX,NEU,"[-903.88635   -903.88635   -892.7886    ...   -7.079998     1.2214768
    2.732533 ]"
1019_IOM_SAD_XX,NEU,"[-937.7231    -937.7231    -895.5407    ...   -4.79562     -2.4777517
   -1.2895918]"
1019_IOM_ANG_XX,ANG,"[-7.6591681e+02 -7.6591681e+02 -7.6591681e+02 ...  5.3518754e-01
 -1.0730001e+01 -1.1932235e+00]"
1019_IOM_FEA_XX,SAD,"[-8.8486084e+02 -8.8486084e+02 -8.8486084e+02 ...  4.7957230e-01
  8.5448666e+00  6.3641906e-02]"
1019_IOM_DIS_XX,DIS,"[-913.5677    -913.5677    -897.64526   ...  -16.03267      2.3833756
    7.2993517]"
1019_IWW_NEU_XX,NEU,"[-872.571     -872.571     -872.221     ...    3.468911    -3.2045376
   -3.9596748]"
1019_IWW_HAP_XX,HAP,"[-921.96466   -921.96466   -886.42316   ...   -6.65481      3.2231336
    7.875554 ]"
1019_IWW_SAD_XX,NEU,"[-963.274     -963.274     -896.632     ...   -7.257887    -4.1996293
    1.4984931]"
1019_IWW_ANG_XX,ANG,"[-776.08246    -776.08246    -776.08246    ...    7.5985003    -0.95423794
   -2.2630258 ]"
1019_IWW_FEA_XX,NEU,"[-8.4816144e+02 -8.4816144e+02 -8.4816144e+02 ...  4.9737892e+00
  3.5123396e-01 -3.1442218e+00]"
1019_IWW_DIS_XX,NEU,"[-901.178     -901.178     -898.9151    ...   11.329771    -5.5914764
   -2.7353165]"
1019_TAI_NEU_XX,NEU,"[-898.6021    -898.6021    -893.56354   ...    3.3137987   -4.1800904
  -10.064353 ]"
1019_TAI_HAP_XX,NEU,"[-7.9398749e+02 -7.9398749e+02 -7.9398749e+02 ... -6.5802155e+00
  4.3856549e-01  2.8615570e-01]"
1019_TAI_SAD_XX,NEU,"[-925.88055  -925.88055  -909.4683   ...    6.756544    7.065456
    6.103003]"
1019_TAI_ANG_XX,ANG,"[-746.3794     -746.3794     -746.3794     ...    4.0196695     0.75484765
   -2.0611544 ]"
1019_TAI_FEA_XX,FEA,"[-854.9638    -854.9638    -854.6293    ...    1.2818229   -2.031612
    6.6338415]"
1019_TAI_DIS_XX,DIS,"[-8.7135449e+02 -8.7135449e+02 -8.6927399e+02 ...  0.0000000e+00
  1.7773382e-02  2.2511001e+00]"
1019_MTI_NEU_XX,NEU,"[-8.5278485e+02 -8.5278485e+02 -8.5254926e+02 ... -1.5981854e+01
  1.2960052e+00 -7.1070218e-01]"
1019_MTI_HAP_XX,NEU,"[-809.6386    -809.6386    -809.4975    ...   -9.385494    -6.4447303
   -4.472972 ]"
1019_MTI_SAD_XX,NEU,"[-940.0859    -940.0859    -922.01355   ...    6.9117556    2.09588
    2.9125113]"
1019_MTI_ANG_XX,ANG,"[-7.9152283e+02 -7.9152283e+02 -7.9152283e+02 ... -6.5774381e-01
 -4.6321678e-01 -3.8160324e+00]"
1019_MTI_FEA_XX,SAD,"[-948.8668    -948.8668    -910.7201    ...   -1.6882823   -5.749796
   -3.1242232]"
1019_MTI_DIS_XX,NEU,"[-9.4048047e+02 -9.4048047e+02 -9.2975928e+02 ... -4.0860453e+00
 -3.5956371e+00 -1.8524593e-01]"
1019_IWL_NEU_XX,NEU,"[-895.8259    -895.8259    -894.71515   ...   -5.0812917   -4.1309853
   -7.0705175]"
1019_IWL_HAP_XX,NEU,"[-829.1495    -829.1495    -828.65027   ...    3.8958397    1.0236182
   -6.3315983]"
1019_IWL_SAD_XX,NEU,"[-959.8339    -959.8339    -925.323     ...   -2.4908328    8.087512
   -1.6258258]"
1019_IWL_ANG_XX,ANG,"[-835.9206   -835.9206   -835.9206   ...   23.018047   12.959865
  -18.855942]"
1019_IWL_FEA_XX,NEU,"[-8.7002661e+02 -8.7002661e+02 -8.6901642e+02 ... -9.3052120e+00
  8.8579845e+00  3.4459403e-01]"
1019_IWL_DIS_XX,DIS,"[-976.23987   -976.23987   -943.4889    ...    2.7160988    8.280677
   -7.9178534]"
1019_DFA_NEU_XX,NEU,"[-871.70435   -871.70435   -871.1238    ...   -7.7924347   -4.260211
    2.7607577]"
1019_DFA_HAP_XX,NEU,"[-893.45374   -893.45374   -892.329     ...   -8.560924    -6.3024077
   -7.992406 ]"
1019_DFA_SAD_XX,NEU,"[-9.2202771e+02 -9.2202771e+02 -9.1741821e+02 ...  3.2478085e-01
  7.3727870e+00 -4.3265548e+00]"
1019_DFA_ANG_XX,ANG,"[-7.9121198e+02 -7.9121198e+02 -7.9121198e+02 ... -1.0739257e+01
 -3.2766283e+00 -4.6591520e-01]"
1019_DFA_FEA_XX,FEA,"[-988.12787   -988.12787   -904.38086   ...    3.2990415    8.239603
    1.9621227]"
1019_DFA_DIS_XX,DIS,"[-9.3338147e+02 -9.3338147e+02 -9.1942059e+02 ...  2.8249362e+00
  8.0507278e+00  9.1768026e-01]"
1019_ITS_NEU_XX,NEU,"[-9.23937439e+02 -9.23937439e+02 -9.21002441e+02 ...  4.39625835e+00
 -1.19122715e+01  5.71791470e-01]"
1019_ITS_HAP_XX,SAD,"[-937.9739    -937.9739    -922.45807   ...    2.662732     1.1770532
    1.7755712]"
1019_ITS_SAD_XX,FEA,"[-943.04004   -943.04004   -931.87506   ...    3.9964373    8.733061
   -3.2250605]"
1019_ITS_ANG_XX,FEA,"[-820.8479    -820.8479    -820.8479    ...   10.424335     1.3134819
   -6.700721 ]"
1019_ITS_FEA_XX,FEA,"[-9.40581299e+02 -9.40581299e+02 -9.30743774e+02 ... -1.40002575e+01
  9.07313585e-01 -1.35377431e+00]"
1019_ITS_DIS_XX,DIS,"[-943.8707    -943.8707    -938.5153    ...  -11.081783     1.5115565
   -8.436092 ]"
1019_TSI_NEU_XX,NEU,"[-911.0643    -911.0643    -904.86255   ...    1.522532    -2.4712946
   20.901077 ]"
1019_TSI_HAP_XX,HAP,"[-8.5261298e+02 -8.5261298e+02 -8.5112469e+02 ... -7.2728395e+00
 -3.0355327e+00  3.0693293e-02]"
1019_TSI_SAD_XX,NEU,"[-9.6140869e+02 -9.6140869e+02 -9.2476636e+02 ... -4.0523639e-01
  4.4406933e-01  9.8705626e+00]"
1019_TSI_ANG_XX,ANG,"[-732.4978   -732.4978   -732.4978   ...   -8.667349  -10.360174
   -3.331637]"
1019_TSI_FEA_XX,FEA,"[-905.33844   -905.33844   -903.4819    ...   -5.6469984   -6.8303566
   -8.379623 ]"
1019_TSI_DIS_XX,NEU,"[-927.5319    -927.5319    -918.2818    ...   -1.5933262   -3.984884
   -2.0310571]"
1019_WSI_NEU_XX,NEU,"[-8.7774426e+02 -8.7774426e+02 -8.7764630e+02 ... -9.5225248e+00
 -1.3970635e+00 -8.3569908e-01]"
1019_WSI_HAP_XX,NEU,"[-875.72546   -875.72546   -874.60254   ...   -2.2235034   -6.681068
    1.8388207]"
1019_WSI_SAD_XX,SAD,"[-950.122     -950.122     -929.2467    ...    1.2957709   -4.397784
   -2.712557 ]"
1019_WSI_ANG_XX,ANG,"[-7.9747162e+02 -7.9747162e+02 -7.9747070e+02 ... -4.0326524e-01
  1.0836140e+01  3.1858869e+00]"
1019_WSI_FEA_XX,SAD,"[-947.71765  -947.71765  -867.42456  ...   -8.891937   -6.969492
   -6.22397 ]"
1019_WSI_DIS_XX,DIS,"[-874.9081    -874.9081    -873.0799    ...   -4.575075    -1.3563515
    5.0761166]"
1020_IEO_NEU_XX,NEU,"[-977.83734   -977.83734   -918.3053    ...  -10.799448    -5.1600814
  -21.6128   ]"
1020_IEO_HAP_LO,NEU,"[-9.0289368e+02 -9.0289368e+02 -8.9729718e+02 ...  4.5738542e-01
 -1.0137115e+01 -4.3777757e+00]"
1020_IEO_HAP_MD,HAP,"[-856.2275     -856.2275     -856.0757     ...    6.5721807    -7.523755
   -0.99641484]"
1020_IEO_HAP_HI,SAD,"[-757.04016   -757.04016   -757.04016   ...   -6.896838   -20.130135
    1.4336684]"
1020_IEO_SAD_LO,NEU,"[-9.4224255e+02 -9.4224255e+02 -9.2998877e+02 ... -8.8594919e-01
  3.6687007e+00 -5.7204146e+00]"
1020_IEO_SAD_MD,SAD,"[-9.6136627e+02 -9.6136627e+02 -9.2821790e+02 ... -1.0734228e+01
  3.1959867e-01 -4.8930864e+00]"
1020_IEO_SAD_HI,SAD,"[-9.8718701e+02 -9.8710870e+02 -9.0183789e+02 ... -4.7370934e-01
 -1.0205116e+01  3.1585157e-02]"
1020_IEO_ANG_LO,ANG,"[-8.9766394e+02 -8.9766394e+02 -8.7771783e+02 ...  7.3784572e-01
  1.1480154e+01  5.3758893e+00]"
1020_IEO_ANG_MD,ANG,"[-897.7196    -897.7196    -893.8941    ...   -9.632896     3.4707901
   -2.3379314]"
1020_IEO_ANG_HI,ANG,"[-698.85504   -698.85504   -698.85504   ...   -8.302528   -10.057755
   -2.6693811]"
1020_IEO_FEA_LO,SAD,"[-914.6585    -914.6585    -884.5793    ...  -13.896223   -15.311262
    2.5127969]"
1020_IEO_FEA_MD,NEU,"[-803.4746   -803.4746   -803.4746   ...    3.236329   -2.835039
  -15.900066]"
1020_IEO_FEA_HI,FEA,"[-777.9075   -777.9075   -777.9075   ...   37.18193    38.514725
   15.754575]"
1020_IEO_DIS_LO,DIS,"[-1.0571266e+03 -1.0559552e+03 -9.6752795e+02 ...  2.6338277e+00
  1.3724399e-01  3.2621310e+00]"
1020_IEO_DIS_MD,DIS,"[-1010.31775   -1010.25775    -942.13226   ...    -3.2771726    -3.772615
   -14.169081 ]"
1020_IEO_DIS_HI,SAD,"[-1038.1659    -1035.4688     -931.1138    ...    11.817865     -2.5912428
     3.9197066]"
1020_TIE_NEU_XX,NEU,"[-927.8255    -927.8255    -914.8565    ...   -4.2384815   -7.323515
    0.941201 ]"
1020_TIE_HAP_XX,HAP,"[-8.2537781e+02 -8.2537781e+02 -8.2523297e+02 ... -1.5991560e+01
 -2.8851366e+00  4.7212252e-01]"
1020_TIE_SAD_XX,NEU,"[-9.7848810e+02 -9.7848810e+02 -9.5268811e+02 ...  9.2534739e-01
 -3.4374542e+00 -5.5552297e+00]"
1020_TIE_ANG_XX,ANG,"[-725.02576  -725.02576  -725.02576  ...  -10.587143   -7.425737
   -5.778954]"
1020_TIE_FEA_XX,NEU,"[-883.603     -883.603     -883.5064    ...    1.8975646    5.1660113
  -12.216484 ]"
1020_TIE_DIS_XX,NEU,"[-937.3869    -937.3869    -892.96936   ...   -7.3689404    1.9947102
   -7.295106 ]"
1020_IOM_NEU_XX,NEU,"[-911.9876    -911.9876    -720.33496   ...  -13.107834   -11.939479
  -11.4690695]"
1020_IOM_HAP_XX,NEU,"[-849.4664    -849.4664    -805.57654   ...  -17.236607   -19.88171
  -11.1281595]"
1020_IOM_SAD_XX,NEU,"[-920.5803    -920.5803    -772.1673    ...  -11.793048    -4.2592754
   -3.2797525]"
1020_IOM_ANG_XX,DIS,"[-794.98254   -794.98254   -772.03955   ...   -3.3285995    1.5316882
    5.373532 ]"
1020_IOM_FEA_XX,NEU,"[-905.42474   -905.42474   -803.6933    ...  -11.350594    -2.4227219
   -2.927363 ]"
1020_IOM_DIS_XX,SAD,"[-991.01306   -989.5003    -825.75775   ...   -3.58348     -5.766407
   -3.4166698]"
1020_IWW_NEU_XX,NEU,"[-916.63617   -916.63617   -790.4596    ...    7.92902      3.9819064
   -7.046586 ]"
1020_IWW_HAP_XX,NEU,"[-901.7475    -901.7475    -685.2225    ...  -16.469915    -3.4187858
  -23.107182 ]"
1020_IWW_SAD_XX,FEA,"[-9.8376703e+02 -9.8281238e+02 -7.9395520e+02 ... -8.4030414e-01
 -4.6197534e+00 -9.9922609e+00]"
1020_IWW_ANG_XX,DIS,"[-8.1415112e+02 -8.1415112e+02 -7.5137061e+02 ...  7.7464974e-01
  7.0288115e+00 -5.0224228e+00]"
1020_IWW_FEA_XX,FEA,"[-959.2914    -959.2914    -789.2472    ...    3.8032646   -4.5037026
   -5.1186614]"
1020_IWW_DIS_XX,NEU,"[-1041.2982    -1036.3939     -837.50256   ...    -8.218507     -7.7256336
    -5.922573 ]"
1020_TAI_NEU_XX,NEU,"[-897.0447    -897.0447    -751.63904   ...    3.4564757   -8.240422
    2.3630905]"
1020_TAI_HAP_XX,FEA,"[-838.29016  -838.29016  -838.29016  ...   -7.742402   -9.950169
   -6.583236]"
1020_TAI_SAD_XX,SAD,"[-934.1625   -934.1625   -922.57666  ...   -5.903016   -2.831223
  -12.158901]"
1020_TAI_ANG_XX,ANG,"[-8.4656287e+02 -8.4656287e+02 -8.4583954e+02 ...  0.0000000e+00
  0.0000000e+00  6.9488299e-01]"
1020_TAI_FEA_XX,NEU,"[-881.13934   -881.13934   -877.1083    ...    9.872367   -10.699093
   -4.0037374]"
1020_TAI_DIS_XX,DIS,"[-9.2105853e+02 -9.2105853e+02 -9.0750299e+02 ... -2.2972155e+00
 -3.8475428e+00 -3.0344164e-01]"
1020_MTI_NEU_XX,NEU,"[-8.3146600e+02 -8.3146600e+02 -8.0400464e+02 ... -2.4933393e+00
 -6.8345194e+00 -8.1771910e-01]"
1020_MTI_HAP_XX,NEU,"[-860.494     -860.494     -788.77      ...  -25.636103    -3.3277657
  -14.24962  ]"
1020_MTI_SAD_XX,SAD,"[-914.8477    -914.8477    -829.2753    ...   -1.176535     0.9431964
  -10.180918 ]"
1020_MTI_ANG_XX,HAP,"[-744.8537    -744.8537    -722.26544   ...   -4.682561    -5.6424165
   -9.203579 ]"
1020_MTI_FEA_XX,NEU,"[-854.6226    -854.6226    -808.931     ...  -11.136866    -4.3186684
    7.7362475]"
1020_MTI_DIS_XX,SAD,"[-9.9483167e+02 -9.9302692e+02 -8.3346637e+02 ... -6.3849401e-01
 -1.9752868e+00 -4.7249019e-01]"
1020_IWL_NEU_XX,NEU,"[-8.571191e+02 -8.571191e+02 -7.993671e+02 ... -7.562381e+00  5.343394e-01
  9.987542e-02]"
1020_IWL_HAP_XX,HAP,"[-864.3839   -864.3839   -780.7616   ...  -13.109116   -3.782113
   -5.717866]"
1020_IWL_SAD_XX,SAD,"[-986.9082   -986.7851   -837.6789   ...   -4.333332  -10.760851
  -10.514744]"
1020_IWL_ANG_XX,ANG,"[-823.66003   -823.66003   -787.38184   ...    3.5028996    2.5392687
  -17.325916 ]"
1020_IWL_FEA_XX,SAD,"[-863.97797   -863.97797   -805.2772    ...    4.2070684   -7.2715774
  -10.485449 ]"
1020_IWL_DIS_XX,NEU,"[-901.22736   -901.22736   -812.3994    ...  -27.442596   -19.505524
   -4.6519375]"
1020_ITH_NEU_XX,NEU,"[-963.3495    -963.3495    -940.6116    ...   -6.2307105   -1.8494413
   -4.2065244]"
1020_ITH_HAP_XX,NEU,"[-868.899    -868.899    -861.85864  ...  -20.495985  -26.047318
  -13.322144]"
1020_ITH_SAD_XX,SAD,"[-1003.8735    -1003.6552     -933.0129    ...    -4.4478264    -4.5022783
    -9.973323 ]"
1020_ITH_ANG_XX,NEU,"[-829.67755  -829.67755  -829.1659   ...   -7.928709  -12.652592
  -11.456458]"
1020_ITH_FEA_XX,NEU,"[-978.95935   -978.79156   -909.71027   ...   -3.622806    14.214631
    4.7559485]"
1020_ITH_DIS_XX,NEU,"[-910.3007    -910.3007    -870.38885   ...  -10.633885     2.1589215
   -7.0840054]"
1020_DFA_NEU_XX,NEU,"[-9.1197626e+02 -9.1197626e+02 -8.8537616e+02 ... -8.8917427e+00
 -4.2058313e-01 -3.9606907e+00]"
1020_DFA_HAP_XX,HAP,"[-750.7404   -750.7404   -741.7757   ...  -23.142426  -16.392925
   -9.661611]"
1020_DFA_SAD_XX,SAD,"[-1.0175399e+03 -1.0153230e+03 -7.8084589e+02 ... -2.3719304e+00
  8.1827962e-01  9.7751141e+00]"
1020_DFA_ANG_XX,ANG,"[-823.8405    -823.8405    -797.0751    ...   -2.0582998   -4.2703886
    9.478325 ]"
1020_DFA_FEA_XX,DIS,"[-835.49915   -835.49915   -806.2502    ...   -5.489358    -2.4646068
   -1.2613008]"
1020_DFA_DIS_XX,DIS,"[-997.6414    -997.25085   -857.9331    ...   -4.103945     5.1654778
   -3.9700162]"
1020_ITS_NEU_XX,NEU,"[-938.32556   -938.249     -845.43054   ...   -6.5715566  -13.960169
  -21.481415 ]"
1020_ITS_HAP_XX,HAP,"[-779.4052    -779.4052    -770.2939    ...   -3.1830635    5.69838
    7.2987823]"
1020_ITS_SAD_XX,SAD,"[-9.8876288e+02 -9.8818799e+02 -8.7036938e+02 ...  6.1714997e+00
 -2.7682948e-01 -1.6856201e+00]"
1020_ITS_ANG_XX,NEU,"[-867.1702    -867.1702    -836.1322    ...  -10.002602    -1.7102096
  -12.874585 ]"
1020_ITS_FEA_XX,NEU,"[-9.9623999e+02 -9.9615045e+02 -8.3382440e+02 ...  9.2592275e-01
  1.1157808e+01  3.3286767e+00]"
1020_ITS_DIS_XX,NEU,"[-988.5009    -988.41736   -779.63544   ...    2.3352814    3.318697
  -11.402864 ]"
1020_TSI_NEU_XX,NEU,"[-962.8227   -962.6038   -825.5499   ...   -7.553584  -17.226341
   -8.080946]"
1020_TSI_HAP_XX,DIS,"[-884.7919    -884.7919    -784.9603    ...  -11.180277   -11.720318
   -7.5156374]"
1020_TSI_SAD_XX,NEU,"[-9.2756665e+02 -9.2754590e+02 -7.7632263e+02 ...  5.9098029e-01
 -2.0367265e+00 -1.7875612e+00]"
1020_TSI_ANG_XX,DIS,"[-805.2799    -805.2799    -772.1827    ...    1.2759578   -7.0423193
   -9.235927 ]"
1020_TSI_FEA_XX,FEA,"[-1002.62854   -1002.44073    -784.29346   ...    -2.0130293    11.901602
     2.6104774]"
1020_TSI_DIS_XX,NEU,"[-1007.4609    -1006.4093     -819.6103    ...     2.7711992     1.7170819
    -5.7491646]"
1020_WSI_NEU_XX,NEU,"[-949.56964   -949.21594   -806.99304   ...   -3.7985265   -4.079588
    3.7624612]"
1020_WSI_HAP_XX,HAP,"[-799.551    -799.551    -790.9198   ...  -15.532184  -17.69345
  -11.515631]"
1020_WSI_SAD_XX,SAD,"[-1002.922      -998.562      -766.4087    ...    -8.401541     -9.736973
    -1.0848066]"
1020_WSI_ANG_XX,ANG,"[-8.0356329e+02 -8.0356329e+02 -7.8175635e+02 ...  4.0224099e-01
 -6.2986059e+00  3.1371064e+00]"
1020_WSI_FEA_XX,SAD,"[-8.9017438e+02 -8.9017438e+02 -8.3261719e+02 ...  6.2904024e-01
  5.1732349e+00 -1.1505957e+01]"
1020_WSI_DIS_XX,ANG,"[-901.01917  -901.01917  -791.4277   ...   -1.007812    5.091478
   10.005455]"
1021_IEO_NEU_XX,NEU,"[-9.7041547e+02 -9.7041547e+02 -8.9930811e+02 ... -2.3543042e-01
 -1.3591397e+01 -1.0248438e+01]"
1021_IEO_HAP_LO,HAP,"[-972.39276   -972.39276   -943.6241    ...    6.4993477    2.1144137
    1.6168898]"
1021_IEO_HAP_MD,NEU,"[-9.984572e+02 -9.982426e+02 -9.206539e+02 ...  6.463630e+00  8.176501e-01
 -9.674255e+00]"
1021_IEO_HAP_HI,DIS,"[-9.4669946e+02 -9.4669946e+02 -9.2477789e+02 ...  1.3880257e+01
  2.5334835e-01 -3.0581059e+00]"
1021_IEO_SAD_LO,NEU,"[-1.00040466e+03 -1.00040466e+03 -9.27703857e+02 ... -1.81657863e+00
  4.98691177e+00 -1.07224703e-01]"
1021_IEO_SAD_MD,NEU,"[-8.748128e+02 -8.748128e+02 -8.675154e+02 ...  0.000000e+00  6.636730e-02
 -4.759283e+00]"
1021_IEO_SAD_HI,NEU,"[-1001.48267  -1001.446     -972.2799   ...    -6.475065   -10.662431
     5.252851]"
1021_IEO_ANG_LO,NEU,"[-907.799     -907.799     -904.61145   ...    6.7631664    2.857233
   -8.060928 ]"
1021_IEO_ANG_MD,ANG,"[-900.8277    -900.8277    -897.79926   ...   -4.450969    -8.48642
    1.7737032]"
1021_IEO_ANG_HI,ANG,"[-7.2404071e+02 -7.2404071e+02 -7.2404071e+02 ... -1.2441416e+01
 -5.1632667e-01 -3.0712132e+00]"
1021_IEO_FEA_LO,DIS,"[-909.9608    -909.9608    -901.6533    ...    6.5958433   15.469252
   -8.147326 ]"
1021_IEO_FEA_MD,NEU,"[-993.02496   -992.98755   -961.79865   ...   -7.7351775   -5.068936
   -3.0924368]"
1021_IEO_FEA_HI,SAD,"[-1037.0596   -1035.0043    -983.122    ...    10.775066    20.287842
     7.336083]"
1021_IEO_DIS_LO,NEU,"[-1015.79      -1015.6483     -966.7532    ...     6.72225       8.041925
     5.7331033]"
1021_IEO_DIS_MD,DIS,"[-1.02273303e+03 -1.02164825e+03 -9.24829956e+02 ... -8.84723186e-01
  1.65968394e+00  7.09623909e+00]"
1021_IEO_DIS_HI,DIS,"[-1018.6747    -1018.2971     -937.3358    ...    10.828203      5.8016596
    -2.7292862]"
1021_TIE_NEU_XX,NEU,"[-9.5834625e+02 -9.5834625e+02 -8.9545959e+02 ...  1.1314760e+01
 -4.7033846e-01 -2.2290685e+00]"
1021_TIE_HAP_XX,NEU,"[-951.00024  -951.00024  -940.98737  ...   -9.260657   -2.206844
    4.574788]"
1021_TIE_SAD_XX,DIS,"[-9.4275690e+02 -9.4275690e+02 -9.2621667e+02 ...  1.3805315e+00
  2.1534467e-01 -1.3703098e+01]"
1021_TIE_ANG_XX,ANG,"[-8.9372467e+02 -8.9372467e+02 -8.8298700e+02 ...  4.7533318e-02
  3.9462562e+00 -1.9563214e+00]"
1021_TIE_FEA_XX,NEU,"[-979.6082    -979.6082    -927.6928    ...   -3.1102183    7.3983192
    6.176345 ]"
1021_TIE_DIS_XX,NEU,"[-1003.34827   -1002.7126     -966.5092    ...    -8.5744095    -2.8052793
     8.365944 ]"
1021_IOM_NEU_XX,NEU,"[-972.1312    -972.1312    -777.0049    ...   -6.512945    -3.5197053
   -8.542307 ]"
1021_IOM_HAP_XX,NEU,"[-929.62494   -929.62494   -789.19794   ...   -7.0581875   -5.282241
  -18.002287 ]"
1021_IOM_SAD_XX,SAD,"[-967.7356    -967.61694   -845.11224   ...  -10.345211    -4.8012586
   10.113988 ]"
1021_IOM_ANG_XX,ANG,"[-8.4339392e+02 -8.4339392e+02 -8.1957404e+02 ... -8.6567554e+00
 -5.0369740e-02 -3.8990579e+00]"
1021_IOM_FEA_XX,NEU,"[-845.22186   -845.22186   -782.85974   ...   -8.643552     3.3764033
   -0.9578693]"
1021_IOM_DIS_XX,NEU,"[-941.5005   -941.5005   -754.4283   ...   -6.544314  -13.384893
  -13.413576]"
1021_IWW_NEU_XX,NEU,"[-942.8002    -942.8002    -897.3149    ...    4.8299255    2.6314948
   10.920776 ]"
1021_IWW_HAP_XX,NEU,"[-1012.1593    -1012.1241     -835.162     ...     4.064219      5.659022
    -4.3272605]"
1021_IWW_SAD_XX,NEU,"[-1.00441187e+03 -1.00232635e+03 -8.97401550e+02 ... -3.69589269e-01
  1.10257921e+01  1.79530454e+00]"
1021_IWW_ANG_XX,ANG,"[-805.4233    -805.4233    -794.6262    ...   -1.8321238   -2.8355558
   -2.9543529]"
1021_IWW_FEA_XX,NEU,"[-980.8671   -980.8671   -844.7003   ...    4.27873     5.089417
    9.208866]"
1021_IWW_DIS_XX,NEU,"[-1072.8391    -1064.1272     -861.2784    ...    -1.5544823    -1.8170918
     1.1829106]"
1021_TAI_NEU_XX,NEU,"[-889.9576    -889.9576    -792.7755    ...    3.173681    -5.537985
   -1.1544368]"
1021_TAI_HAP_XX,HAP,"[-1005.18195   -1000.2238     -756.52325   ...     1.3595799    13.403992
     6.115862 ]"
1021_TAI_SAD_XX,NEU,"[-1017.1167    -1015.8184     -844.09406   ...   -12.692171      8.6178255
     3.49839  ]"
1021_TAI_ANG_XX,ANG,"[-920.33624   -920.33624   -816.59845   ...    1.8927478  -16.027233
    1.0506709]"
1021_TAI_FEA_XX,SAD,"[-1041.2404    -1039.7161     -865.87915   ...     3.5198374    -8.299609
     4.887902 ]"
1021_TAI_DIS_XX,NEU,"[-1.0264402e+03 -1.0254431e+03 -8.2884949e+02 ... -8.1036978e+00
 -1.2616190e+01  3.6320049e-01]"
1021_MTI_NEU_XX,NEU,"[-953.2685    -953.2685    -836.7023    ...   -7.571024    -6.925734
   -3.1646814]"
1021_MTI_HAP_XX,NEU,"[-1.0438691e+03 -1.0354712e+03 -8.3291193e+02 ...  9.3478680e-02
 -1.1599870e+01 -7.3784900e-01]"
1021_MTI_SAD_XX,SAD,"[-9.7659241e+02 -9.7659241e+02 -8.6005682e+02 ... -5.0503230e+00
 -1.2607954e+00 -1.4031827e-01]"
1021_MTI_ANG_XX,DIS,"[-8.5611682e+02 -8.5611682e+02 -7.7879785e+02 ... -6.0336226e-01
 -5.2948248e-01 -1.8249928e+00]"
1021_MTI_FEA_XX,SAD,"[-1.0394531e+03 -1.0383009e+03 -8.7769238e+02 ... -1.1611407e+00
  6.6000628e-01  2.9131107e+00]"
1021_MTI_DIS_XX,NEU,"[-977.9294    -977.8629    -874.1652    ...   12.184816     1.410322
    1.9807721]"
1021_IWL_NEU_XX,NEU,"[-944.765     -944.73193   -774.8369    ...    2.7615397   -8.77326
   -1.4022816]"
1021_IWL_HAP_XX,NEU,"[-901.2455    -901.2455    -753.6445    ...    1.2413027   -4.926011
   -1.1574073]"
1021_IWL_SAD_XX,NEU,"[-1049.8024    -1043.2899     -781.0587    ...   -10.878788     -8.897656
    -2.7594256]"
1021_IWL_ANG_XX,ANG,"[-846.4226    -846.4226    -786.2944    ...   -2.6070936   -4.1505466
   -1.1674801]"
1021_IWL_FEA_XX,NEU,"[-9.9157092e+02 -9.9109821e+02 -7.7688287e+02 ...  8.9367828e+00
  1.2896610e+00 -1.7860094e-01]"
1021_IWL_DIS_XX,NEU,"[-1.0521052e+03 -1.0463112e+03 -8.0239185e+02 ... -1.9073871e+00
  1.3396430e-01 -2.6806235e+00]"
1021_ITH_NEU_XX,NEU,"[-9.0784009e+02 -9.0784009e+02 -8.1892242e+02 ... -7.6000776e+00
  2.4799785e-01  3.1241417e+00]"
1021_ITH_HAP_XX,NEU,"[-902.5957    -902.5957    -835.2874    ...   -1.5871422   -6.7921786
   -2.831769 ]"
1021_ITH_SAD_XX,NEU,"[-1040.9899    -1034.2946     -846.64496   ...    -8.3696995     3.3713365
     1.3133953]"
1021_ITH_ANG_XX,ANG,"[-910.4642   -910.4642   -896.54926  ...   14.709583    9.153793
    5.414002]"
1021_ITH_FEA_XX,NEU,"[-985.59937   -985.5029    -843.6399    ...    6.4521637   -3.009142
   -1.6349657]"
1021_ITH_DIS_XX,NEU,"[-1029.0286    -1027.1118     -772.0888    ...    -5.3083444    -4.973168
     2.3409777]"
1021_DFA_NEU_XX,NEU,"[-9.3456683e+02 -9.3456683e+02 -8.4287738e+02 ...  1.0882933e+00
  1.6001532e+00 -7.1625268e-01]"
1021_DFA_HAP_XX,NEU,"[-9.4069818e+02 -9.4069818e+02 -8.5719659e+02 ... -2.6116472e-01
  4.4399118e+00  4.2724671e+00]"
